"MatchingRule","Record1Identifier","Record2Identifier","TotalSimilarity","IsMatch","[0] PlayerNameComparatorJaccard record1Value","[0] PlayerNameComparatorJaccard record2Value","[0] PlayerNameComparatorJaccard record1PreprocessedValue","[0] PlayerNameComparatorJaccard record2PreprocessedValue","[0] PlayerNameComparatorJaccard similarity","[0] PlayerNameComparatorJaccard postproccesedSimilarity","[1] PlayerSalaryYearCareerComparatorRange record1Value","[1] PlayerSalaryYearCareerComparatorRange record2Value","[1] PlayerSalaryYearCareerComparatorRange record1PreprocessedValue","[1] PlayerSalaryYearCareerComparatorRange record2PreprocessedValue","[1] PlayerSalaryYearCareerComparatorRange similarity","[1] PlayerSalaryYearCareerComparatorRange postproccesedSimilarity"
"LinearCombinationMatchingRule","player_stat_id_2865","player_salary_id_2023","0.16666666666666666",,"chris mullin","chris mccullough","chris mullin","chris mccullough","0.3333333333333333","0.3333333333333333","1986-2001","2016","1986-2001","2016","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_781","player_salary_id_2488","0.0",,"darwin cook","damon stoudamire","darwin cook","damon stoudamire","0.0","0.0","1981-1989","2005","1981-1989","2005","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1587","player_salary_id_7943","0.0",,"mike hall","michael adams","mike hall","michael adams","0.0","0.0","2007-2007","1991","2007-2007","1991","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4534","player_salary_id_2481","0.0",,"dave zeller","damon stoudamire","dave zeller","damon stoudamire","0.0","0.0","1962-1962","1996","1962-1962","1996","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_781","player_salary_id_2487","0.0",,"darwin cook","damon stoudamire","darwin cook","damon stoudamire","0.0","0.0","1981-1989","2004","1981-1989","2004","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1587","player_salary_id_7942","0.0",,"mike hall","michael adams","mike hall","michael adams","0.0","0.0","2007-2007","1990","2007-2007","1990","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4534","player_salary_id_2480","0.0",,"dave zeller","damon stoudamire","dave zeller","damon stoudamire","0.0","0.0","1962-1962","1995","1962-1962","1995","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3457","player_salary_id_5913","0.0",,"johnny rogers","john wall","johnny rogers","john wall","0.0","0.0","1987-1988","2013","1987-1988","2013","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2865","player_salary_id_2024","0.16666666666666666",,"chris mullin","chris mccullough","chris mullin","chris mccullough","0.3333333333333333","0.3333333333333333","1986-2001","2017","1986-2001","2017","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2517","player_salary_id_8090","0.0",,"mike maloy","mickael gelabale","mike maloy","mickael gelabale","0.0","0.0","1971-1973","2012","1971-1973","2012","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1209","player_salary_id_3227","0.5",,"derrick favors","deyonta davis","derrick favors","deyonta davis","0.0","0.0","2011-2018","2017","2011-2018","2017","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_1209","player_salary_id_3226","0.5",,"derrick favors","deyonta davis","derrick favors","deyonta davis","0.0","0.0","2011-2018","2016","2011-2018","2016","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_4413","player_salary_id_10034","0.6666666666666666",,"sean williams","sean marks","sean williams","sean marks","0.3333333333333333","0.3333333333333333","2008-2012","2008","2008-2012","2008","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_4109","player_salary_id_6617","0.0",,"kelvin upshaw","kevin martin","kelvin upshaw","kevin martin","0.0","0.0","1989-1991","2014","1989-1991","2014","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4413","player_salary_id_10035","0.6666666666666666",,"sean williams","sean marks","sean williams","sean marks","0.3333333333333333","0.3333333333333333","2008-2012","2009","2008-2012","2009","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_2413","player_salary_id_4240","0.0",,"gene littles","gerald wilkins","gene littles","gerald wilkins","0.0","0.0","1970-1975","1993","1970-1975","1993","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4109","player_salary_id_6618","0.0",,"kelvin upshaw","kevin martin","kelvin upshaw","kevin martin","0.0","0.0","1989-1991","2015","1989-1991","2015","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_85","player_salary_id_4455","0.16666666666666666",,"greg anderson","greg smith","greg anderson","greg smith","0.3333333333333333","0.3333333333333333","1988-1998","2015","1988-1998","2015","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_825","player_salary_id_4953","0.5",,"jamal crawford","jamario moon","jamal crawford","jamario moon","0.0","0.0","2001-2018","2007","2001-2018","2007","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_85","player_salary_id_4456","0.16666666666666666",,"greg anderson","greg stiemsma","greg anderson","greg stiemsma","0.3333333333333333","0.3333333333333333","1988-1998","2011","1988-1998","2011","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_825","player_salary_id_4952","0.6666666666666666",,"jamal crawford","jamal sampson","jamal crawford","jamal sampson","0.3333333333333333","0.3333333333333333","2001-2018","2005","2001-2018","2005","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_50","player_salary_id_1058","0.0",,"bill allen","bimbo coles","bill allen","bimbo coles","0.0","0.0","1968-1968","1998","1968-1968","1998","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_825","player_salary_id_4951","0.6666666666666666",,"jamal crawford","jamal sampson","jamal crawford","jamal sampson","0.3333333333333333","0.3333333333333333","2001-2018","2003","2001-2018","2003","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_50","player_salary_id_1059","0.0",,"bill allen","bimbo coles","bill allen","bimbo coles","0.0","0.0","1968-1968","1999","1968-1968","1999","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1515","player_salary_id_8237","0.0",,"mike green","miles plumlee","mike green","miles plumlee","0.0","0.0","1974-1980","2016","1974-1980","2016","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1515","player_salary_id_8236","0.0",,"mike green","miles plumlee","mike green","miles plumlee","0.0","0.0","1974-1980","2015","1974-1980","2015","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_711","player_salary_id_3614","0.6666666666666666",,"earl clark","earl watson","earl clark","earl watson","0.3333333333333333","0.3333333333333333","2010-2015","2011","2010-2015","2011","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_711","player_salary_id_3615","0.6666666666666666",,"earl clark","earl watson","earl clark","earl watson","0.3333333333333333","0.3333333333333333","2010-2015","2012","2010-2015","2012","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_4081","player_salary_id_403","0.0",,"andre turner","andray blatche","andre turner","andray blatche","0.0","0.0","1987-1992","2009","1987-1992","2009","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4081","player_salary_id_404","0.0",,"andre turner","andray blatche","andre turner","andray blatche","0.0","0.0","1987-1992","2010","1987-1992","2010","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2279","player_salary_id_1304","0.0",,"bruce kuczenski","brandon roy","bruce kuczenski","brandon roy","0.0","0.0","1984-1984","2010","1984-1984","2010","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_576","player_salary_id_4437","0.16666666666666666",,"greg butler","greg oden","greg butler","greg oden","0.3333333333333333","0.3333333333333333","1989-1991","2008","1989-1991","2008","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_576","player_salary_id_4438","0.16666666666666666",,"greg butler","greg oden","greg butler","greg oden","0.3333333333333333","0.3333333333333333","1989-1991","2009","1989-1991","2009","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1456","player_salary_id_6869","0.0",,"lancaster gordon","lamar odom","lancaster gordon","lamar odom","0.0","0.0","1985-1988","2000","1985-1988","2000","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4031","player_salary_id_5348","0.0",,"jamaal tinsley","jayson williams","jamaal tinsley","jayson williams","0.0","0.0","2002-2014","1996","2002-2014","1996","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4031","player_salary_id_5349","0.0",,"jamaal tinsley","jayson williams","jamaal tinsley","jayson williams","0.0","0.0","2002-2014","1997","2002-2014","1997","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2322","player_salary_id_6314","0.16666666666666666",,"keith langford","keith appling","keith langford","keith appling","0.3333333333333333","0.3333333333333333","2008-2008","2015","2008-2008","2015","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1684","player_salary_id_5886","0.16666666666666666",,"john havlicek","john starks","john havlicek","john starks","0.3333333333333333","0.3333333333333333","1963-1978","1994","1963-1978","1994","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1642","player_salary_id_8103","0.16666666666666666",,"mike harper","mike bibby","mike harper","mike bibby","0.3333333333333333","0.3333333333333333","1981-1982","1998","1981-1982","1998","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1642","player_salary_id_8102","0.16666666666666666",,"mike harper","mike batiste","mike harper","mike batiste","0.3333333333333333","0.3333333333333333","1981-1982","2002","1981-1982","2002","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1684","player_salary_id_5887","0.16666666666666666",,"john havlicek","john starks","john havlicek","john starks","0.3333333333333333","0.3333333333333333","1963-1978","1995","1963-1978","1995","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1642","player_salary_id_8101","0.0",,"mike harper","mickell gladness","mike harper","mickell gladness","0.0","0.0","1981-1982","2011","1981-1982","2011","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2279","player_salary_id_1305","0.0",,"bruce kuczenski","brandon roy","bruce kuczenski","brandon roy","0.0","0.0","1984-1984","2011","1984-1984","2011","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_681","player_salary_id_5759","0.0",,"john chaney","joel embiid","john chaney","joel embiid","0.0","0.0","1950-1950","2017","1950-1950","2017","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_952","player_salary_id_2401","0.0",,"darren daye","dahntay jones","darren daye","dahntay jones","0.0","0.0","1984-1988","2010","1984-1988","2010","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_952","player_salary_id_2402","0.0",,"darren daye","dahntay jones","darren daye","dahntay jones","0.0","0.0","1984-1988","2011","1984-1988","2011","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_681","player_salary_id_5758","0.0",,"john chaney","joel embiid","john chaney","joel embiid","0.0","0.0","1950-1950","2016","1950-1950","2016","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2322","player_salary_id_6313","0.09999999999999998",,"keith langford","kedrick brown","keith langford","kedrick brown","0.0","0.0","2008-2008","2004","2008-2008","2004","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","player_stat_id_952","player_salary_id_2400","0.0",,"darren daye","dahntay jones","darren daye","dahntay jones","0.0","0.0","1984-1988","2009","1984-1988","2009","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4482","player_salary_id_7968","0.3",,"mike woodson","michael cage","mike woodson","michael cage","0.0","0.0","1981-1991","1993","1981-1991","1993","0.6","0.6"
"LinearCombinationMatchingRule","player_stat_id_834","player_salary_id_11689","0.0",,"winston crite","willie burton","winston crite","willie burton","0.0","0.0","1988-1989","1994","1988-1989","1994","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4482","player_salary_id_7969","0.2",,"mike woodson","michael cage","mike woodson","michael cage","0.0","0.0","1981-1991","1994","1981-1991","1994","0.4","0.4"
"LinearCombinationMatchingRule","player_stat_id_834","player_salary_id_11688","0.0",,"winston crite","willie burton","winston crite","willie burton","0.0","0.0","1988-1989","1994","1988-1989","1994","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2637","player_salary_id_959","0.16666666666666666",,"ben mcdonald","ben hansbrough","ben mcdonald","ben hansbrough","0.3333333333333333","0.3333333333333333","1986-1989","2012","1986-1989","2012","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2637","player_salary_id_958","0.16666666666666666",,"ben mcdonald","ben handlogten","ben mcdonald","ben handlogten","0.3333333333333333","0.3333333333333333","1986-1989","2005","1986-1989","2005","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2858","player_salary_id_1909","0.0",,"chuck mrazovich","chris andersen","chuck mrazovich","chris andersen","0.0","0.0","1951-1951","2015","1951-1951","2015","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2858","player_salary_id_1908","0.0",,"chuck mrazovich","chris andersen","chuck mrazovich","chris andersen","0.0","0.0","1951-1951","2014","1951-1951","2014","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2777","player_salary_id_7703","0.0",,"mark minor","marko milic","mark minor","marko milic","0.0","0.0","1973-1973","1997","1973-1973","1997","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2777","player_salary_id_7702","0.0",,"mark minor","marko jaric","mark minor","marko jaric","0.0","0.0","1973-1973","2010","1973-1973","2010","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4521","player_salary_id_4891","0.0",,"james young","jalen rose","james young","jalen rose","0.0","0.0","2015-2017","2001","2015-2017","2001","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4521","player_salary_id_4890","0.0",,"james young","jalen rose","james young","jalen rose","0.0","0.0","2015-2017","2000","2015-2017","2000","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_379","player_salary_id_7846","0.16666666666666666",,"matt bonner","matt harpring","matt bonner","matt harpring","0.3333333333333333","0.3333333333333333","2005-2016","2000","2005-2016","2000","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_379","player_salary_id_7847","0.2666666666666666",,"matt bonner","matt harpring","matt bonner","matt harpring","0.3333333333333333","0.3333333333333333","2005-2016","2001","2005-2016","2001","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","player_stat_id_422","player_salary_id_184","0.0",,"alonzo bradley","alaa abdelnaby","alonzo bradley","alaa abdelnaby","0.0","0.0","1978-1980","1992","1978-1980","1992","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_422","player_salary_id_183","0.0",,"alonzo bradley","alaa abdelnaby","alonzo bradley","alaa abdelnaby","0.0","0.0","1978-1980","1991","1978-1980","1991","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3487","player_salary_id_9435","0.0",,"ron rowan","robert horry","ron rowan","robert horry","0.0","0.0","1987-1987","2000","1987-1987","2000","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3487","player_salary_id_9436","0.0",,"ron rowan","robert horry","ron rowan","robert horry","0.0","0.0","1987-1987","2001","1987-1987","2001","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2235","player_salary_id_1526","0.0",,"brandin knight","bryn forbes","brandin knight","bryn forbes","0.0","0.0","2005-2005","2017","2005-2005","2017","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_2235","player_salary_id_1527","0.0",,"brandin knight","bryon russell","brandin knight","bryon russell","0.0","0.0","2005-2005","1993","2005-2005","1993","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1609","player_salary_id_2443","0.0",,"darrin hancock","damian lillard","darrin hancock","damian lillard","0.0","0.0","1995-1997","2013","1995-1997","2013","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3511","player_salary_id_10555","0.0",,"stefano rusconi","stromile swift","stefano rusconi","stromile swift","0.0","0.0","1996-1996","2001","1996-1996","2001","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3511","player_salary_id_10554","0.09999999999999998",,"stefano rusconi","stromile swift","stefano rusconi","stromile swift","0.0","0.0","1996-1996","2000","1996-1996","2000","0.19999999999999996","0.19999999999999996"
"LinearCombinationMatchingRule","player_stat_id_1609","player_salary_id_2444","0.0",,"darrin hancock","damian lillard","darrin hancock","damian lillard","0.0","0.0","1995-1997","2014","1995-1997","2014","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3961","player_salary_id_1859","0.0",,"chuck terry","chase budinger","chuck terry","chase budinger","0.0","0.0","1973-1977","2014","1973-1977","2014","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3961","player_salary_id_1858","0.0",,"chuck terry","chase budinger","chuck terry","chase budinger","0.0","0.0","1973-1977","2013","1973-1977","2013","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_952","player_salary_id_2669","0.0",,"darren daye","darius miles","darren daye","darius miles","0.0","0.0","1984-1988","2008","1984-1988","2008","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1609","player_salary_id_2445","0.0",,"darrin hancock","damian lillard","darrin hancock","damian lillard","0.0","0.0","1995-1997","2015","1995-1997","2015","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_1760","player_salary_id_9684","0.5",,"rod higgins","roy tarpley","rod higgins","roy tarpley","0.0","0.0","1983-1995","1992","1983-1995","1992","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_1760","player_salary_id_9685","0.5",,"rod higgins","roy tarpley","rod higgins","roy tarpley","0.0","0.0","1983-1995","1993","1983-1995","1993","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_1760","player_salary_id_9686","0.5",,"rod higgins","roy tarpley","rod higgins","roy tarpley","0.0","0.0","1983-1995","1994","1983-1995","1994","1.0","1.0"
"LinearCombinationMatchingRule","player_stat_id_4251","player_salary_id_11087","0.0",,"travis wear","tracy mcgrady","travis wear","tracy mcgrady","0.0","0.0","2015-2015","2003","2015-2015","2003","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_4251","player_salary_id_11088","0.0",,"travis wear","tracy mcgrady","travis wear","tracy mcgrady","0.0","0.0","2015-2015","2004","2015-2015","2004","0.0","0.0"
"LinearCombinationMatchingRule","player_stat_id_3325","player_salary_id_223","0.0",,"allan ray","aleksandar radojevic","allan ray","aleksandar radojevic","0.0","0.0","2007-2007","1999","2007-2007","1999","0.0","0.0"
